item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
2.4,2,Expectativa,Engenharia de prompts e configuração de instruções de sistema,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Engenharia de prompts e configuração de instruções de sistema», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.5,2,Expectativa,Raciocínio em múltiplas etapas e ciclos de execução,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Backlog,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Raciocínio em múltiplas etapas e ciclos de execução». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Backlog» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.6,2,Expectativa,Independência de modelo via hub de LLMs,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Em curso,Comprar,,"Cobertura Parcial: há peças úteis para «Independência de modelo via hub de LLMs», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.A1,2,Avançado,"Combinação de LLMs com regras, algoritmos e componentes determinísticos",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Combinação de LLMs com regras, algoritmos e componentes determinísticos». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.A2,2,Avançado,Integração com assistentes de desenvolvimento nativos ou de terceiros,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração com assistentes de desenvolvimento nativos ou de terceiros». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.A3,2,Avançado,Lógica de negócio específica por processo/domínio,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Em curso,Construir,,"Cobertura Parcial: há peças úteis para «Lógica de negócio específica por processo/domínio», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Em curso» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.A4,2,Avançado,"Frameworks avançados (consenso, agent-as-a-judge)",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,—,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Frameworks avançados (consenso, agent-as-a-judge)» (gap típico do posicionamento atual). No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «—» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
2.A5,2,Avançado,"Otimização automática de seleção, execução e desempenho dos modelos",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Otimização automática de seleção, execução e desempenho dos modelos». No pilar, lifecycle de agentes nativo Atlas/Agentforce. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.1,3,Expectativa,Ambiente sandbox para testes controlados,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Ambiente sandbox para testes controlados». No pilar, guardrails e trust layer Salesforce. Roadmap «Feito» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.2,3,Expectativa,Human-in-the-Loop,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,Backlog,Comprar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Human-in-the-Loop» (gap típico do posicionamento atual). No pilar, guardrails e trust layer Salesforce. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.3,3,Expectativa,KPIs específicos por agente/caso de uso,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «KPIs específicos por agente/caso de uso». No pilar, guardrails e trust layer Salesforce. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.4,3,Expectativa,Avaliação e pontuação contínua dos resultados,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Avaliação e pontuação contínua dos resultados» (gap típico do posicionamento atual). No pilar, guardrails e trust layer Salesforce. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.5,3,Expectativa,Monitoramento em produção e refinamento contínuo,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Monitoramento em produção e refinamento contínuo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, guardrails e trust layer Salesforce. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.A1,3,Avançado,"Testes baseados em personas, casos de uso e intenções",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Construir,,"Cobertura Parcial: há peças úteis para «Testes baseados em personas, casos de uso e intenções», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, guardrails e trust layer Salesforce. Roadmap «Backlog» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.A2,3,Avançado,Simulação de situações reais e testes de estresse,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Simulação de situações reais e testes de estresse», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, guardrails e trust layer Salesforce. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.A3,3,Avançado,LLM-as-a-judge,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,—,Construir,,"Cobertura Parcial: há peças úteis para «LLM-as-a-judge», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, guardrails e trust layer Salesforce. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.A4,3,Avançado,Comparação champion/challenger,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Não tem,0,Backlog,Híbrido,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Comparação champion/challenger» (gap típico do posicionamento atual). No pilar, guardrails e trust layer Salesforce. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
3.A5,3,Avançado,Implantação gradual (recomendação → copiloto → automação → autonomia),e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,—,Híbrido,,"Cobertura Parcial: há peças úteis para «Implantação gradual (recomendação → copiloto → automação → autonomia)», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, guardrails e trust layer Salesforce. Roadmap «—» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
4.1,4,Expectativa,"Implantação cloud, edge, local ou híbrida",e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Em curso,Comprar,,"Cobertura Parcial: há peças úteis para «Implantação cloud, edge, local ou híbrida», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, analytics CRM; evals agentic em evolução. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
4.2,4,Expectativa,Conectores/padrões para integrar agentes aos sistemas corporativos,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Conectores/padrões para integrar agentes aos sistemas corporativos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, analytics CRM; evals agentic em evolução. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
4.3,4,Expectativa,Governança consistente independente do ambiente de execução,e04,Salesforce Agentforce,CRM / Agent platform,Enterprise,Global,líder,Parcial,0.5,Backlog,Comprar,,"Cobertura Parcial: há peças úteis para «Governança consistente independente do ambiente de execução», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, analytics CRM; evals agentic em evolução. Roadmap «Backlog» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Salesforce Agentforce. Avaliação heurística com base em materiais públicos — validar em POC."
